Key,da,en,zh
1382,Skabelon,Message Template,模板
1383,attribut,Properties,属性
1384,søg,Search,搜索
1385,可用功能,See all available options,Tilgængeligeunktioner
1386,tid,Time Stamp,时间
1387,at give tilladelse,Authorization,授权
1388,unormal,Exception,异常
1389,Eksportér til Excel,Export Excel,导出 Excel
1390,Eksport mislykkedes,Export fail,导出失败
1391,Eksport vellykket,Export Success,导出成功
1392,niveau,Level,级别
1393,journal,Logs,日志
1394,niveau,Logs Level,级别
1395,oplysninger,Message,信息
1396,Skabelon,Message Template,模板
1397,attribut,Properties,属性
1398,søg,Search,搜索
1399,可用功能,See all available options,Tilgængeligeunktioner
1400,tid,Time Stamp,时间
1401,at give tilladelse,Authorization,授权
1402,unormal,Exception,异常
1403,Eksportér til Excel,Export Excel,导出 Excel
1404,Eksport mislykkedes,Export fail,导出失败
1405,Eksport vellykket,Export Success,导出成功
1406,niveau,Level,级别
1407,journal,Logs,日志
1408,niveau,Logs Level,级别
1409,oplysninger,Message,信息
1410,Skabelon,Message Template,模板
1411,attribut,Properties,属性
1412,søg,Search,搜索
1413,可用功能,See all available options,Tilgængeligeunktioner
1414,tid,Time Stamp,时间
1415,at give tilladelse,Authorization,授权
1416,unormal,Exception,异常
1417,Eksportér til Excel,Export Excel,导出 Excel
1418,Eksport mislykkedes,Export fail,导出失败
1419,Eksport vellykket,Export Success,导出成功
1420,niveau,Level,级别
1421,journal,Logs,日志
1422,niveau,Logs Level,级别
1423,oplysninger,Message,信息
1424,Skabelon,Message Template,模板
1425,attribut,Properties,属性
1426,søg,Search,搜索
1427,可用功能,See all available options,Tilgængeligeunktioner
1428,tid,Time Stamp,时间
1429,at give tilladelse,Authorization,授权
1430,unormal,Exception,异常
1431,Eksportér til Excel,Export Excel,导出 Excel
1432,Eksport mislykkedes,Export fail,导出失败
1433,Eksport vellykket,Export Success,导出成功
1434,niveau,Level,级别
1435,journal,Logs,日志
1436,niveau,Logs Level,级别
1437,oplysninger,Message,信息
1438,Skabelon,Message Template,模板
1439,attribut,Properties,属性
1440,søg,Search,搜索
1441,可用功能,See all available options,Tilgængeligeunktioner
1442,tid,Time Stamp,时间
1443,at give tilladelse,Authorization,授权
1444,unormal,Exception,异常
1445,Eksportér til Excel,Export Excel,导出 Excel
1446,Eksport mislykkedes,Export fail,导出失败
1447,Eksport vellykket,Export Success,导出成功
1448,niveau,Level,级别
1449,journal,Logs,日志
1450,niveau,Logs Level,级别
1451,oplysninger,Message,信息
1452,Skabelon,Message Template,模板
1453,attribut,Properties,属性
1454,søg,Search,搜索
1455,可用功能,See all available options,Tilgængeligeunktioner
1456,tid,Time Stamp,时间
1457,at give tilladelse,Authorization,授权
1458,unormal,Exception,异常
1459,Eksportér til Excel,Export Excel,导出 Excel
1460,Eksport mislykkedes,Export fail,导出失败
1461,Eksport vellykket,Export Success,导出成功
1462,niveau,Level,级别
1463,journal,Logs,日志
1464,niveau,Logs Level,级别
1465,oplysninger,Message,信息
1466,Skabelon,Message Template,模板
1467,attribut,Properties,属性
1468,søg,Search,搜索
1469,可用功能,See all available options,Tilgængeligeunktioner
1470,tid,Time Stamp,时间
1471,at give tilladelse,Authorization,授权
1472,unormal,Exception,异常
1473,Eksportér til Excel,Export Excel,导出 Excel
1474,Eksport mislykkedes,Export fail,导出失败
1475,Eksport vellykket,Export Success,导出成功
1476,niveau,Level,级别
1477,journal,Logs,日志
1478,niveau,Logs Level,级别
1479,oplysninger,Message,信息
1480,Skabelon,Message Template,模板
1481,attribut,Properties,属性
1482,søg,Search,搜索
1483,可用功能,See all available options,Tilgængeligeunktioner
1484,tid,Time Stamp,时间
1485,at give tilladelse,Authorization,授权
1486,unormal,Exception,异常
1487,Eksportér til Excel,Export Excel,导出 Excel
1488,Eksport mislykkedes,Export fail,导出失败
1489,Eksport vellykket,Export Success,导出成功
1490,niveau,Level,级别
1491,journal,Logs,日志
1492,niveau,Logs Level,级别
1493,oplysninger,Message,信息
1494,Skabelon,Message Template,模板
1495,attribut,Properties,属性
1496,søg,Search,搜索
1497,可用功能,See all available options,Tilgængeligeunktioner
1498,tid,Time Stamp,时间
1499,at give tilladelse,Authorization,授权
1500,unormal,Exception,异常
1501,Eksportér til Excel,Export Excel,导出 Excel
1502,Eksport mislykkedes,Export fail,导出失败
1503,Eksport vellykket,Export Success,导出成功
1504,niveau,Level,级别
1505,journal,Logs,日志
1506,niveau,Logs Level,级别
1507,oplysninger,Message,信息
1508,Skabelon,Message Template,模板
1509,attribut,Properties,属性
1510,søg,Search,搜索
1511,可用功能,See all available options,Tilgængeligeunktioner
1512,tid,Time Stamp,时间
1513,at give tilladelse,Authorization,授权
1514,unormal,Exception,异常
1515,Eksportér til Excel,Export Excel,导出 Excel
1516,Eksport mislykkedes,Export fail,导出失败
1517,Eksport vellykket,Export Success,导出成功
1518,niveau,Level,级别
1519,journal,Logs,日志
1520,niveau,Logs Level,级别
1521,oplysninger,Message,信息
1522,Skabelon,Message Template,模板
1523,attribut,Properties,属性
1524,søg,Search,搜索
1525,可用功能,See all available options,Tilgængeligeunktioner
1526,tid,Time Stamp,时间
1527,at give tilladelse,Authorization,授权
1528,unormal,Exception,异常
1529,Eksportér til Excel,Export Excel,导出 Excel
1530,Eksport mislykkedes,Export fail,导出失败
1531,Eksport vellykket,Export Success,导出成功
1532,niveau,Level,级别
1533,journal,Logs,日志
1534,niveau,Logs Level,级别
1535,oplysninger,Message,信息
1536,Skabelon,Message Template,模板
1537,attribut,Properties,属性
1538,søg,Search,搜索
1539,可用功能,See all available options,Tilgængeligeunktioner
1540,tid,Time Stamp,时间
1541,at give tilladelse,Authorization,授权
1542,unormal,Exception,异常
1543,Eksportér til Excel,Export Excel,导出 Excel
1544,Eksport mislykkedes,Export fail,导出失败
1545,Eksport vellykket,Export Success,导出成功
1546,niveau,Level,级别
1547,journal,Logs,日志
1548,niveau,Logs Level,级别
1549,oplysninger,Message,信息
1550,Skabelon,Message Template,模板
1551,attribut,Properties,属性
1552,søg,Search,搜索
1553,可用功能,See all available options,Tilgængeligeunktioner
1554,tid,Time Stamp,时间
1555,at give tilladelse,Authorization,授权
1556,unormal,Exception,异常
1557,Eksportér til Excel,Export Excel,导出 Excel
1558,Eksport mislykkedes,Export fail,导出失败
1559,Eksport vellykket,Export Success,导出成功
1560,niveau,Level,级别
1561,journal,Logs,日志
1562,niveau,Logs Level,级别
1563,oplysninger,Message,信息
1564,Skabelon,Message Template,模板
1565,attribut,Properties,属性
1566,søg,Search,搜索
1567,可用功能,See all available options,Tilgængeligeunktioner
1568,tid,Time Stamp,时间
1569,at give tilladelse,Authorization,授权
1570,unormal,Exception,异常
1571,Eksportér til Excel,Export Excel,导出 Excel
1572,Eksport mislykkedes,Export fail,导出失败
1573,Eksport vellykket,Export Success,导出成功
1574,niveau,Level,级别
1575,journal,Logs,日志
1576,niveau,Logs Level,级别
1577,oplysninger,Message,信息
1578,Skabelon,Message Template,模板
1579,attribut,Properties,属性
1580,søg,Search,搜索
1581,可用功能,See all available options,Tilgængeligeunktioner
1582,tid,Time Stamp,时间
1583,at give tilladelse,Authorization,授权
1584,unormal,Exception,异常
1585,Eksportér til Excel,Export Excel,导出 Excel
1586,Eksport mislykkedes,Export fail,导出失败
1587,Eksport vellykket,Export Success,导出成功
1588,niveau,Level,级别
1589,journal,Logs,日志
1590,niveau,Logs Level,级别
1591,oplysninger,Message,信息
1592,Skabelon,Message Template,模板
1593,attribut,Properties,属性
1594,søg,Search,搜索
1595,可用功能,See all available options,Tilgængeligeunktioner
1596,tid,Time Stamp,时间
1597,at give tilladelse,Authorization,授权
1598,unormal,Exception,异常
1599,Eksportér til Excel,Export Excel,导出 Excel
1600,Eksport mislykkedes,Export fail,导出失败
1601,Eksport vellykket,Export Success,导出成功
1602,niveau,Level,级别
1603,journal,Logs,日志
1604,niveau,Logs Level,级别
1605,oplysninger,Message,信息
1606,Skabelon,Message Template,模板
1607,attribut,Properties,属性
1608,søg,Search,搜索
1609,可用功能,See all available options,Tilgængeligeunktioner
1610,tid,Time Stamp,时间
1611,at give tilladelse,Authorization,授权
1612,unormal,Exception,异常
1613,Eksportér til Excel,Export Excel,导出 Excel
1614,Eksport mislykkedes,Export fail,导出失败
1615,Eksport vellykket,Export Success,导出成功
1616,niveau,Level,级别
1617,journal,Logs,日志
1618,niveau,Logs Level,级别
1619,oplysninger,Message,信息
1620,Skabelon,Message Template,模板
1621,attribut,Properties,属性
1622,søg,Search,搜索
1623,可用功能,See all available options,Tilgængeligeunktioner
1624,tid,Time Stamp,时间
1625,at give tilladelse,Authorization,授权
1626,unormal,Exception,异常
1627,Eksportér til Excel,Export Excel,导出 Excel
1628,Eksport mislykkedes,Export fail,导出失败
1629,Eksport vellykket,Export Success,导出成功
1630,niveau,Level,级别
1631,journal,Logs,日志
1632,niveau,Logs Level,级别
1633,oplysninger,Message,信息
1634,Skabelon,Message Template,模板
1635,attribut,Properties,属性
1636,søg,Search,搜索
1637,可用功能,See all available options,Tilgængeligeunktioner
1638,tid,Time Stamp,时间
1639,at give tilladelse,Authorization,授权
1640,unormal,Exception,异常
1641,Eksportér til Excel,Export Excel,导出 Excel
1642,Eksport mislykkedes,Export fail,导出失败
1643,Eksport vellykket,Export Success,导出成功
1644,niveau,Level,级别
1645,journal,Logs,日志
1646,niveau,Logs Level,级别
1647,oplysninger,Message,信息
1648,Skabelon,Message Template,模板
1649,attribut,Properties,属性
1650,søg,Search,搜索
1651,可用功能,See all available options,Tilgængeligeunktioner
1652,tid,Time Stamp,时间
1653,at give tilladelse,Authorization,授权
1654,unormal,Exception,异常
1655,Eksportér til Excel,Export Excel,导出 Excel
1656,Eksport mislykkedes,Export fail,导出失败
1657,Eksport vellykket,Export Success,导出成功
1658,niveau,Level,级别
1659,journal,Logs,日志
1660,niveau,Logs Level,级别
1661,oplysninger,Message,信息
1662,Skabelon,Message Template,模板
1663,attribut,Properties,属性
1664,søg,Search,搜索
1665,可用功能,See all available options,Tilgængeligeunktioner
1666,tid,Time Stamp,时间
1667,at give tilladelse,Authorization,授权
1668,unormal,Exception,异常
1669,Eksportér til Excel,Export Excel,导出 Excel
1670,Eksport mislykkedes,Export fail,导出失败
1671,Eksport vellykket,Export Success,导出成功
1672,niveau,Level,级别
1673,journal,Logs,日志
1674,niveau,Logs Level,级别
1675,oplysninger,Message,信息
1676,Skabelon,Message Template,模板
1677,attribut,Properties,属性
1678,søg,Search,搜索
1679,可用功能,See all available options,Tilgængeligeunktioner
1680,tid,Time Stamp,时间
1681,at give tilladelse,Authorization,授权
1682,unormal,Exception,异常
1683,Eksportér til Excel,Export Excel,导出 Excel
1684,Eksport mislykkedes,Export fail,导出失败
1685,Eksport vellykket,Export Success,导出成功
1686,niveau,Level,级别
1687,journal,Logs,日志
1688,niveau,Logs Level,级别
1689,oplysninger,Message,信息
1690,Skabelon,Message Template,模板
1691,attribut,Properties,属性
1692,søg,Search,搜索
1693,可用功能,See all available options,Tilgængeligeunktioner
1694,tid,Time Stamp,时间
1695,at give tilladelse,Authorization,授权
1696,unormal,Exception,异常
1697,Eksportér til Excel,Export Excel,导出 Excel
1698,Eksport mislykkedes,Export fail,导出失败
1699,Eksport vellykket,Export Success,导出成功
1700,niveau,Level,级别
1701,journal,Logs,日志
1702,niveau,Logs Level,级别
1703,oplysninger,Message,信息
1704,Skabelon,Message Template,模板
1705,attribut,Properties,属性
1706,søg,Search,搜索
1707,可用功能,See all available options,Tilgængeligeunktioner
1708,tid,Time Stamp,时间
1709,at give tilladelse,Authorization,授权
1710,unormal,Exception,异常
1711,Eksportér til Excel,Export Excel,导出 Excel
1712,Eksport mislykkedes,Export fail,导出失败
1713,Eksport vellykket,Export Success,导出成功
1714,niveau,Level,级别
1715,journal,Logs,日志
1716,niveau,Logs Level,级别
1717,oplysninger,Message,信息
1718,Skabelon,Message Template,模板
1719,attribut,Properties,属性
1720,søg,Search,搜索
1721,可用功能,See all available options,Tilgængeligeunktioner
1722,tid,Time Stamp,时间
1723,at give tilladelse,Authorization,授权
1724,unormal,Exception,异常
1725,Eksportér til Excel,Export Excel,导出 Excel
1726,Eksport mislykkedes,Export fail,导出失败
1727,Eksport vellykket,Export Success,导出成功
1728,niveau,Level,级别
1729,journal,Logs,日志
1730,niveau,Logs Level,级别
1731,oplysninger,Message,信息
1732,Skabelon,Message Template,模板
1733,attribut,Properties,属性
1734,søg,Search,搜索
1735,可用功能,See all available options,Tilgængeligeunktioner
1736,tid,Time Stamp,时间
1737,at give tilladelse,Authorization,授权
1738,unormal,Exception,异常
1739,Eksportér til Excel,Export Excel,导出 Excel
1740,Eksport mislykkedes,Export fail,导出失败
1741,Eksport vellykket,Export Success,导出成功
1742,niveau,Level,级别
1743,journal,Logs,日志
1744,niveau,Logs Level,级别
1745,oplysninger,Message,信息
1746,Skabelon,Message Template,模板
1747,attribut,Properties,属性
1748,søg,Search,搜索
1749,可用功能,See all available options,Tilgængeligeunktioner
1750,tid,Time Stamp,时间
1751,at give tilladelse,Authorization,授权
1752,unormal,Exception,异常
1753,Eksportér til Excel,Export Excel,导出 Excel
1754,Eksport mislykkedes,Export fail,导出失败
1755,Eksport vellykket,Export Success,导出成功
1756,niveau,Level,级别
1757,journal,Logs,日志
1758,niveau,Logs Level,级别
1759,oplysninger,Message,信息
1760,Skabelon,Message Template,模板
1761,attribut,Properties,属性
1762,søg,Search,搜索
1763,可用功能,See all available options,Tilgængeligeunktioner
1764,tid,Time Stamp,时间
1765,at give tilladelse,Authorization,授权
1766,unormal,Exception,异常
1767,Eksportér til Excel,Export Excel,导出 Excel
1768,Eksport mislykkedes,Export fail,导出失败
1769,Eksport vellykket,Export Success,导出成功
1770,niveau,Level,级别
1771,journal,Logs,日志
1772,niveau,Logs Level,级别
1773,oplysninger,Message,信息
1774,Skabelon,Message Template,模板
1775,attribut,Properties,属性
1776,søg,Search,搜索
1777,可用功能,See all available options,Tilgængeligeunktioner
1778,tid,Time Stamp,时间
1779,at give tilladelse,Authorization,授权
1780,unormal,Exception,异常
1781,Eksportér til Excel,Export Excel,导出 Excel
1782,Eksport mislykkedes,Export fail,导出失败
1783,Eksport vellykket,Export Success,导出成功
1784,niveau,Level,级别
1785,journal,Logs,日志
1786,niveau,Logs Level,级别
1787,oplysninger,Message,信息
1788,Skabelon,Message Template,模板
1789,attribut,Properties,属性
1790,søg,Search,搜索
1791,可用功能,See all available options,Tilgængeligeunktioner
1792,tid,Time Stamp,时间
1793,at give tilladelse,Authorization,授权
1794,unormal,Exception,异常
1795,Eksportér til Excel,Export Excel,导出 Excel
1796,Eksport mislykkedes,Export fail,导出失败
1797,Eksport vellykket,Export Success,导出成功
1798,niveau,Level,级别
1799,journal,Logs,日志
1800,niveau,Logs Level,级别
1801,oplysninger,Message,信息
1802,Skabelon,Message Template,模板
1803,attribut,Properties,属性
1804,søg,Search,搜索
1805,可用功能,See all available options,Tilgængeligeunktioner
1806,tid,Time Stamp,时间
1807,at give tilladelse,Authorization,授权
1808,unormal,Exception,异常
1809,Eksportér til Excel,Export Excel,导出 Excel
1810,Eksport mislykkedes,Export fail,导出失败
1811,Eksport vellykket,Export Success,导出成功
1812,niveau,Level,级别
1813,journal,Logs,日志
1814,niveau,Logs Level,级别
1815,oplysninger,Message,信息
1816,Skabelon,Message Template,模板
1817,attribut,Properties,属性
1818,søg,Search,搜索
1819,可用功能,See all available options,Tilgængeligeunktioner
1820,tid,Time Stamp,时间
1821,at give tilladelse,Authorization,授权
1822,unormal,Exception,异常
1823,Eksportér til Excel,Export Excel,导出 Excel
1824,Eksport mislykkedes,Export fail,导出失败
1825,Eksport vellykket,Export Success,导出成功
1826,niveau,Level,级别
1827,journal,Logs,日志
1828,niveau,Logs Level,级别
1829,oplysninger,Message,信息
1830,Skabelon,Message Template,模板
1831,attribut,Properties,属性
1832,søg,Search,搜索
1833,可用功能,See all available options,Tilgængeligeunktioner
1834,tid,Time Stamp,时间
1835,at give tilladelse,Authorization,授权
1836,unormal,Exception,异常
1837,Eksportér til Excel,Export Excel,导出 Excel
1838,Eksport mislykkedes,Export fail,导出失败
1839,Eksport vellykket,Export Success,导出成功
1840,niveau,Level,级别
1841,journal,Logs,日志
1842,niveau,Logs Level,级别
1843,oplysninger,Message,信息
1844,Skabelon,Message Template,模板
1845,attribut,Properties,属性
1846,søg,Search,搜索
1847,可用功能,See all available options,Tilgængeligeunktioner
1848,tid,Time Stamp,时间
1849,at give tilladelse,Authorization,授权
1850,unormal,Exception,异常
1851,Eksportér til Excel,Export Excel,导出 Excel
1852,Eksport mislykkedes,Export fail,导出失败
1853,Eksport vellykket,Export Success,导出成功
1854,niveau,Level,级别
1855,journal,Logs,日志
1856,niveau,Logs Level,级别
1857,oplysninger,Message,信息
1858,Skabelon,Message Template,模板
1859,attribut,Properties,属性
1860,søg,Search,搜索
1861,可用功能,See all available options,Tilgængeligeunktioner
1862,tid,Time Stamp,时间
1863,at give tilladelse,Authorization,授权
1864,unormal,Exception,异常
1865,Eksportér til Excel,Export Excel,导出 Excel
1866,Eksport mislykkedes,Export fail,导出失败
1867,Eksport vellykket,Export Success,导出成功
1868,niveau,Level,级别
1869,journal,Logs,日志
1870,niveau,Logs Level,级别
1871,oplysninger,Message,信息
1872,Skabelon,Message Template,模板
1873,attribut,Properties,属性
1874,søg,Search,搜索
1875,可用功能,See all available options,Tilgængeligeunktioner
1876,tid,Time Stamp,时间
1877,at give tilladelse,Authorization,授权
1878,unormal,Exception,异常
1879,Eksportér til Excel,Export Excel,导出 Excel
1880,Eksport mislykkedes,Export fail,导出失败
1881,Eksport vellykket,Export Success,导出成功
1882,niveau,Level,级别
1883,journal,Logs,日志
1884,niveau,Logs Level,级别
1885,oplysninger,Message,信息
1886,Skabelon,Message Template,模板
1887,attribut,Properties,属性
1888,søg,Search,搜索
1889,可用功能,See all available options,Tilgængeligeunktioner
1890,tid,Time Stamp,时间
1891,at give tilladelse,Authorization,授权
1892,unormal,Exception,异常
1893,Eksportér til Excel,Export Excel,导出 Excel
1894,Eksport mislykkedes,Export fail,导出失败
1895,Eksport vellykket,Export Success,导出成功
1896,niveau,Level,级别
1897,journal,Logs,日志
1898,niveau,Logs Level,级别
1899,oplysninger,Message,信息
1900,Skabelon,Message Template,模板
1901,attribut,Properties,属性
1902,søg,Search,搜索
1903,可用功能,See all available options,Tilgængeligeunktioner
1904,tid,Time Stamp,时间
1905,at give tilladelse,Authorization,授权
1906,unormal,Exception,异常
1907,Eksportér til Excel,Export Excel,导出 Excel
1908,Eksport mislykkedes,Export fail,导出失败
1909,Eksport vellykket,Export Success,导出成功
1910,niveau,Level,级别
1911,journal,Logs,日志
1912,niveau,Logs Level,级别
1913,oplysninger,Message,信息
1914,Skabelon,Message Template,模板
1915,attribut,Properties,属性
1916,søg,Search,搜索
1917,可用功能,See all available options,Tilgængeligeunktioner
1918,tid,Time Stamp,时间
1919,at give tilladelse,Authorization,授权
1920,unormal,Exception,异常
1921,Eksportér til Excel,Export Excel,导出 Excel
1922,Eksport mislykkedes,Export fail,导出失败
1923,Eksport vellykket,Export Success,导出成功
1924,niveau,Level,级别
1925,journal,Logs,日志
1926,niveau,Logs Level,级别
1927,oplysninger,Message,信息
1928,Skabelon,Message Template,模板
1929,attribut,Properties,属性
1930,søg,Search,搜索
1931,可用功能,See all available options,Tilgængeligeunktioner
1932,tid,Time Stamp,时间
1933,at give tilladelse,Authorization,授权
1934,unormal,Exception,异常
1935,Eksportér til Excel,Export Excel,导出 Excel
1936,Eksport mislykkedes,Export fail,导出失败
1937,Eksport vellykket,Export Success,导出成功
1938,niveau,Level,级别
1939,journal,Logs,日志
1940,niveau,Logs Level,级别
1941,oplysninger,Message,信息
1942,Skabelon,Message Template,模板
1943,attribut,Properties,属性
1944,søg,Search,搜索
1945,可用功能,See all available options,Tilgængeligeunktioner
1946,tid,Time Stamp,时间
1947,at give tilladelse,Authorization,授权
1948,unormal,Exception,异常
1949,Eksportér til Excel,Export Excel,导出 Excel
1950,Eksport mislykkedes,Export fail,导出失败
1951,Eksport vellykket,Export Success,导出成功
1952,niveau,Level,级别
1953,journal,Logs,日志
1954,niveau,Logs Level,级别
1955,oplysninger,Message,信息
1956,Skabelon,Message Template,模板
1957,attribut,Properties,属性
1958,søg,Search,搜索
1959,可用功能,See all available options,Tilgængeligeunktioner
1960,tid,Time Stamp,时间
1961,at give tilladelse,Authorization,授权
1962,unormal,Exception,异常
1963,Eksportér til Excel,Export Excel,导出 Excel
1964,Eksport mislykkedes,Export fail,导出失败
1965,Eksport vellykket,Export Success,导出成功
1966,niveau,Level,级别
1967,journal,Logs,日志
1968,niveau,Logs Level,级别
1969,oplysninger,Message,信息
1970,Skabelon,Message Template,模板
1971,attribut,Properties,属性
1972,søg,Search,搜索
1973,可用功能,See all available options,Tilgængeligeunktioner
1974,tid,Time Stamp,时间
1975,at give tilladelse,Authorization,授权
1976,unormal,Exception,异常
1977,Eksportér til Excel,Export Excel,导出 Excel
1978,Eksport mislykkedes,Export fail,导出失败
1979,Eksport vellykket,Export Success,导出成功
1980,niveau,Level,级别
1981,journal,Logs,日志
1982,niveau,Logs Level,级别
1983,oplysninger,Message,信息
1984,Skabelon,Message Template,模板
1985,attribut,Properties,属性
1986,søg,Search,搜索
1987,可用功能,See all available options,Tilgængeligeunktioner
1988,tid,Time Stamp,时间
1989,at give tilladelse,Authorization,授权
1990,unormal,Exception,异常
1991,Eksportér til Excel,Export Excel,导出 Excel
1992,Eksport mislykkedes,Export fail,导出失败
1993,Eksport vellykket,Export Success,导出成功
1994,niveau,Level,级别
1995,journal,Logs,日志
1996,niveau,Logs Level,级别
1997,oplysninger,Message,信息
1998,Skabelon,Message Template,模板
1999,attribut,Properties,属性
2000,søg,Search,搜索
2001,可用功能,See all available options,Tilgængeligeunktioner
2002,tid,Time Stamp,时间
2003,at give tilladelse,Authorization,授权
2004,unormal,Exception,异常
2005,Eksportér til Excel,Export Excel,导出 Excel
2006,Eksport mislykkedes,Export fail,导出失败
2007,Eksport vellykket,Export Success,导出成功
2008,niveau,Level,级别
2009,journal,Logs,日志
2010,niveau,Logs Level,级别
2011,oplysninger,Message,信息
2012,Skabelon,Message Template,模板
2013,attribut,Properties,属性
2014,søg,Search,搜索
2015,可用功能,See all available options,Tilgængeligeunktioner
2016,tid,Time Stamp,时间
2017,at give tilladelse,Authorization,授权
2018,unormal,Exception,异常
2019,Eksportér til Excel,Export Excel,导出 Excel
2020,Eksport mislykkedes,Export fail,导出失败
2021,Eksport vellykket,Export Success,导出成功
2022,niveau,Level,级别
2023,journal,Logs,日志
2024,niveau,Logs Level,级别
2025,oplysninger,Message,信息
2026,Skabelon,Message Template,模板
2027,attribut,Properties,属性
2028,søg,Search,搜索
2029,可用功能,See all available options,Tilgængeligeunktioner
2030,tid,Time Stamp,时间
2031,at give tilladelse,Authorization,授权
2032,unormal,Exception,异常
2033,Eksportér til Excel,Export Excel,导出 Excel
2034,Eksport mislykkedes,Export fail,导出失败
2035,Eksport vellykket,Export Success,导出成功
2036,niveau,Level,级别
2037,journal,Logs,日志
2038,niveau,Logs Level,级别
2039,oplysninger,Message,信息
2040,Skabelon,Message Template,模板
2041,attribut,Properties,属性
2042,søg,Search,搜索
2043,可用功能,See all available options,Tilgængeligeunktioner
2044,tid,Time Stamp,时间
2045,at give tilladelse,Authorization,授权
2046,unormal,Exception,异常
2047,Eksportér til Excel,Export Excel,导出 Excel
2048,Eksport mislykkedes,Export fail,导出失败
2049,Eksport vellykket,Export Success,导出成功
2050,niveau,Level,级别
2051,journal,Logs,日志
2052,niveau,Logs Level,级别
2053,oplysninger,Message,信息
2054,Skabelon,Message Template,模板
2055,attribut,Properties,属性
2056,søg,Search,搜索
2057,可用功能,See all available options,Tilgængeligeunktioner
2058,tid,Time Stamp,时间
2059,at give tilladelse,Authorization,授权
2060,unormal,Exception,异常
2061,Eksportér til Excel,Export Excel,导出 Excel
2062,Eksport mislykkedes,Export fail,导出失败
2063,Eksport vellykket,Export Success,导出成功
2064,niveau,Level,级别
2065,journal,Logs,日志
2066,niveau,Logs Level,级别
2067,oplysninger,Message,信息
2068,Skabelon,Message Template,模板
2069,attribut,Properties,属性
2070,søg,Search,搜索
2071,可用功能,See all available options,Tilgængeligeunktioner
2072,tid,Time Stamp,时间
2073,at give tilladelse,Authorization,授权
2074,unormal,Exception,异常
2075,Eksportér til Excel,Export Excel,导出 Excel
2076,Eksport mislykkedes,Export fail,导出失败
2077,Eksport vellykket,Export Success,导出成功
2078,niveau,Level,级别
2079,journal,Logs,日志
2080,niveau,Logs Level,级别
2081,oplysninger,Message,信息
2082,Skabelon,Message Template,模板
2083,attribut,Properties,属性
2084,søg,Search,搜索
2085,可用功能,See all available options,Tilgængeligeunktioner
2086,tid,Time Stamp,时间
2087,at give tilladelse,Authorization,授权
2088,unormal,Exception,异常
2089,Eksportér til Excel,Export Excel,导出 Excel
2090,Eksport mislykkedes,Export fail,导出失败
2091,Eksport vellykket,Export Success,导出成功
2092,niveau,Level,级别
2093,journal,Logs,日志
2094,niveau,Logs Level,级别
2095,oplysninger,Message,信息
2096,Skabelon,Message Template,模板
2097,attribut,Properties,属性
2098,søg,Search,搜索
2099,可用功能,See all available options,Tilgængeligeunktioner
2100,tid,Time Stamp,时间
2101,at give tilladelse,Authorization,授权
2102,unormal,Exception,异常
2103,Eksportér til Excel,Export Excel,导出 Excel
2104,Eksport mislykkedes,Export fail,导出失败
2105,Eksport vellykket,Export Success,导出成功
2106,niveau,Level,级别
2107,journal,Logs,日志
2108,niveau,Logs Level,级别
2109,oplysninger,Message,信息
2110,Skabelon,Message Template,模板
2111,attribut,Properties,属性
2112,søg,Search,搜索
2113,可用功能,See all available options,Tilgængeligeunktioner
2114,tid,Time Stamp,时间
2115,at give tilladelse,Authorization,授权
2116,unormal,Exception,异常
2117,Eksportér til Excel,Export Excel,导出 Excel
2118,Eksport mislykkedes,Export fail,导出失败
2119,Eksport vellykket,Export Success,导出成功
2120,niveau,Level,级别
2121,journal,Logs,日志
2122,niveau,Logs Level,级别
2123,oplysninger,Message,信息
2124,Skabelon,Message Template,模板
2125,attribut,Properties,属性
2126,søg,Search,搜索
2127,可用功能,See all available options,Tilgængeligeunktioner
2128,tid,Time Stamp,时间
2129,at give tilladelse,Authorization,授权
2130,unormal,Exception,异常
2131,Eksportér til Excel,Export Excel,导出 Excel
2132,Eksport mislykkedes,Export fail,导出失败
2133,Eksport vellykket,Export Success,导出成功
2134,niveau,Level,级别
2135,journal,Logs,日志
2136,niveau,Logs Level,级别
2137,oplysninger,Message,信息
2138,Skabelon,Message Template,模板
2139,attribut,Properties,属性
2140,søg,Search,搜索
2141,可用功能,See all available options,Tilgængeligeunktioner
2142,tid,Time Stamp,时间
2143,at give tilladelse,Authorization,授权
2144,unormal,Exception,异常
2145,Eksportér til Excel,Export Excel,导出 Excel
2146,Eksport mislykkedes,Export fail,导出失败
2147,Eksport vellykket,Export Success,导出成功
2148,niveau,Level,级别
2149,journal,Logs,日志
2150,niveau,Logs Level,级别
2151,oplysninger,Message,信息
2152,Skabelon,Message Template,模板
2153,attribut,Properties,属性
2154,søg,Search,搜索
2155,可用功能,See all available options,Tilgængeligeunktioner
2156,tid,Time Stamp,时间
2157,at give tilladelse,Authorization,授权
2158,unormal,Exception,异常
2159,Eksportér til Excel,Export Excel,导出 Excel
2160,Eksport mislykkedes,Export fail,导出失败
2161,Eksport vellykket,Export Success,导出成功
2162,niveau,Level,级别
2163,journal,Logs,日志
2164,niveau,Logs Level,级别
2165,oplysninger,Message,信息
2166,Skabelon,Message Template,模板
2167,attribut,Properties,属性
2168,søg,Search,搜索
2169,可用功能,See all available options,Tilgængeligeunktioner
2170,tid,Time Stamp,时间
